,firstname,lastname,gender,birthmonth,birthday,birthyear,course,phonenumber
586,name587,lastname587,Female,February,19,1999,BS Management,0927 282 1066
587,name588,lastname588,Female,November,24,1997,BS Management,0927 615 8231
588,name589,lastname589,Male,September,19,1999,BS IT Entrepreneurship,0917 984 9015
589,name590,lastname590,Female,April,18,1998,BS Management Engineering,0917 693 5469
590,name591,lastname591,Male,November,16,2000,BS Management Engineering,0918 955 1464
591,name592,lastname592,Female,August,2,1999,BS IT Entrepreneurship,0917 511 2548
592,name593,lastname593,Male,March,17,1998,BS IT Entrepreneurship,0918 925 1254
593,name594,lastname594,Male,May,10,1997,BS IT Entrepreneurship,0927 943 7120
594,name595,lastname595,Female,October,9,2000,BS Management Engineering,0917 179 8860
595,name596,lastname596,Female,April,14,1997,BS Management Engineering,0927 597 5052
596,name597,lastname597,Female,June,13,2001,BS Management,0917 472 6191
597,name598,lastname598,Male,December,9,1998,BS Management,0927 269 3083
598,name599,lastname599,Female,March,3,1997,BS Management,0927 869 7453
599,name600,lastname600,Male,August,23,1999,BS Management,0927 929 8643
600,name601,lastname601,Male,June,7,2000,BS Management Engineering,0927 199 7786
601,name602,lastname602,Female,January,27,1997,BS Communications Technology,0927 244 7754
602,name603,lastname603,Male,August,24,1999,BS IT Entrepreneurship,0917 518 5769
603,name604,lastname604,Male,September,16,1999,BS IT Entrepreneurship,0918 467 8650
604,name605,lastname605,Female,March,16,1997,BS Communications Technology,0918 955 9875
605,name606,lastname606,Male,July,27,1997,BS IT Entrepreneurship,0917 606 1240
606,name607,lastname607,Male,April,5,1999,BS Management Engineering,0917 507 6695
607,name608,lastname608,Female,September,13,2000,BS Legal Management,0918 631 4366
608,name609,lastname609,Male,January,18,1998,BS Management Engineering,0917 208 1541
609,name610,lastname610,Male,November,21,1998,BS Management,0917 885 3585
610,name611,lastname611,Male,November,4,2000,BS Legal Management,0917 723 7524
611,name612,lastname612,Male,March,8,1999,BS Management,0918 237 7442
612,name613,lastname613,Female,August,13,1999,BS Management,0927 364 3609
613,name614,lastname614,Female,November,24,1999,BS IT Entrepreneurship,0917 373 1567
614,name615,lastname615,Male,December,1,1999,BS Legal Management,0927 610 6904
615,name616,lastname616,Female,August,13,1997,BS IT Entrepreneurship,0927 116 9499
616,name617,lastname617,Female,January,28,1999,BS Communications Technology,0927 183 5286
617,name618,lastname618,Male,July,22,1999,BS Management Engineering,0918 647 2458
618,name619,lastname619,Female,August,25,1997,BS Legal Management,0927 443 4773
619,name620,lastname620,Female,September,20,1999,BS IT Entrepreneurship,0918 430 1349
620,name621,lastname621,Female,April,6,1997,BS Legal Management,0927 132 8496
621,name622,lastname622,Female,October,24,1997,BS Legal Management,0918 404 9712
622,name623,lastname623,Female,September,23,1997,BS IT Entrepreneurship,0917 722 1395
623,name624,lastname624,Male,March,8,1999,BS Management Engineering,0918 400 3947
624,name625,lastname625,Female,July,1,1999,BS IT Entrepreneurship,0927 898 7936
625,name626,lastname626,Female,April,9,2000,BS Management Engineering,0918 796 1250
626,name627,lastname627,Male,November,2,2001,BS Communications Technology,0918 760 3341
627,name628,lastname628,Male,February,2,2001,BS Communications Technology,0918 295 6097
628,name629,lastname629,Female,September,7,1999,BS Communications Technology,0917 387 2390
629,name630,lastname630,Male,September,18,1997,BS IT Entrepreneurship,0917 252 2745
630,name631,lastname631,Male,August,28,1998,BS Legal Management,0917 677 9021
631,name632,lastname632,Female,February,19,1999,BS IT Entrepreneurship,0918 914 3596
632,name633,lastname633,Male,January,21,1998,BS IT Entrepreneurship,0917 778 5734
633,name634,lastname634,Male,December,15,2001,BS IT Entrepreneurship,0918 711 6376
634,name635,lastname635,Female,March,1,1998,BS Communications Technology,0918 301 7164
635,name636,lastname636,Female,January,21,1997,BS Legal Management,0918 250 9975
636,name637,lastname637,Male,October,28,1999,BS Communications Technology,0917 107 2793
637,name638,lastname638,Female,February,13,1997,BS IT Entrepreneurship,0917 516 2992
638,name639,lastname639,Male,June,26,1999,BS Management,0917 100 6833
639,name640,lastname640,Female,December,25,1998,BS Management Engineering,0927 750 6394
640,name641,lastname641,Female,February,25,1997,BS IT Entrepreneurship,0927 932 1706
641,name642,lastname642,Female,April,1,1997,BS Legal Management,0918 114 2489
642,name643,lastname643,Female,October,17,1997,BS Management Engineering,0927 692 3282
643,name644,lastname644,Male,May,12,1999,BS Communications Technology,0918 153 9747
644,name645,lastname645,Male,March,24,1999,BS IT Entrepreneurship,0917 341 7232
645,name646,lastname646,Female,January,27,1999,BS Legal Management,0918 388 9301
646,name647,lastname647,Female,April,17,1998,BS Management,0917 548 6974
647,name648,lastname648,Male,October,4,1999,BS Communications Technology,0917 864 6776
648,name649,lastname649,Female,September,16,2001,BS Legal Management,0917 553 9701
649,name650,lastname650,Female,August,19,1999,BS IT Entrepreneurship,0918 608 8148
650,name651,lastname651,Female,August,23,1999,BS IT Entrepreneurship,0927 966 7629
651,name652,lastname652,Male,May,19,1997,BS Legal Management,0927 621 3475
652,name653,lastname653,Female,January,15,1999,BS Management,0917 870 2139
653,name654,lastname654,Male,June,26,2000,BS Management Engineering,0927 899 4314
654,name655,lastname655,Female,June,25,1999,BS Legal Management,0917 439 1927
655,name656,lastname656,Female,April,2,1998,BS IT Entrepreneurship,0917 823 3564
656,name657,lastname657,Male,November,27,1997,BS Communications Technology,0917 911 4843
657,name658,lastname658,Female,April,1,2001,BS Management,0917 369 1137
658,name659,lastname659,Male,April,26,1998,BS IT Entrepreneurship,0927 432 5001
659,name660,lastname660,Female,January,21,1997,BS Management Engineering,0917 639 8097
660,name661,lastname661,Male,July,17,1998,BS IT Entrepreneurship,0917 216 9154
661,name662,lastname662,Male,May,23,1997,BS Management Engineering,0917 557 4445
662,name663,lastname663,Male,November,17,1998,BS Communications Technology,0927 563 4960
663,name664,lastname664,Male,September,27,1999,BS Management,0917 953 4447
664,name665,lastname665,Male,November,26,1997,BS IT Entrepreneurship,0927 649 6652
665,name666,lastname666,Male,January,27,2001,BS Management Engineering,0917 707 6263
666,name667,lastname667,Female,June,12,1997,BS Legal Management,0918 202 8547
667,name668,lastname668,Male,September,18,2001,BS IT Entrepreneurship,0927 348 2643
668,name669,lastname669,Male,June,10,1998,BS Legal Management,0918 529 8529
669,name670,lastname670,Female,November,25,1998,BS Communications Technology,0927 761 5499
670,name671,lastname671,Male,August,17,1997,BS IT Entrepreneurship,0917 108 9053
671,name672,lastname672,Male,January,25,1997,BS Communications Technology,0927 826 5387
672,name673,lastname673,Female,January,9,1997,BS Legal Management,0917 682 8954
673,name674,lastname674,Female,September,1,1997,BS Legal Management,0917 918 3752
674,name675,lastname675,Female,October,4,1998,BS Legal Management,0917 822 5318
675,name676,lastname676,Female,June,1,2000,BS Management,0918 347 1908
676,name677,lastname677,Female,May,10,1999,BS IT Entrepreneurship,0917 945 6761
677,name678,lastname678,Female,November,12,1997,BS Management,0927 257 5703
678,name679,lastname679,Male,December,10,1999,BS Legal Management,0918 986 6170
679,name680,lastname680,Female,March,19,1997,BS IT Entrepreneurship,0927 518 9390
680,name681,lastname681,Female,March,3,1997,BS Communications Technology,0917 447 7903
681,name682,lastname682,Female,March,4,1997,BS Management,0927 320 3223
682,name683,lastname683,Female,November,21,1999,BS Management,0918 635 9209
683,name684,lastname684,Male,May,18,1999,BS Communications Technology,0918 895 2615
684,name685,lastname685,Male,February,19,1998,BS Legal Management,0927 802 3408
685,name686,lastname686,Male,May,10,1998,BS Management Engineering,0927 431 3048
686,name687,lastname687,Male,December,4,1998,BS Legal Management,0927 365 4153
687,name688,lastname688,Male,March,12,1997,BS Management Engineering,0917 941 4103
688,name689,lastname689,Male,September,26,1999,BS Management Engineering,0918 980 7439
689,name690,lastname690,Female,February,9,2000,BS Legal Management,0917 978 1093
690,name691,lastname691,Male,March,24,2001,BS Communications Technology,0918 895 4043
691,name692,lastname692,Female,May,9,1997,BS Communications Technology,0918 350 4336
692,name693,lastname693,Male,July,23,1998,BS Legal Management,0917 815 7555
693,name694,lastname694,Male,October,17,2000,BS Management,0918 514 8276
694,name695,lastname695,Male,July,23,1998,BS Management Engineering,0918 139 6470
695,name696,lastname696,Female,August,20,1997,BS Management,0927 608 4332
696,name697,lastname697,Male,August,8,1997,BS Legal Management,0918 557 7838
697,name698,lastname698,Female,February,4,1998,BS Management,0917 990 4565
698,name699,lastname699,Female,October,1,1998,BS Management,0917 852 2643
699,name700,lastname700,Male,July,10,2001,BS Management,0917 349 2949
700,name701,lastname701,Male,June,5,1999,BS Management,0917 788 6744
701,name702,lastname702,Female,May,15,1998,BS Communications Technology,0918 360 7098
702,name703,lastname703,Male,June,14,1997,BS Legal Management,0927 441 9452
703,name704,lastname704,Female,October,14,1997,BS Management,0917 221 2593
704,name705,lastname705,Female,December,13,1998,BS Communications Technology,0927 939 3466
705,name706,lastname706,Male,November,20,2001,BS Legal Management,0917 516 4721
706,name707,lastname707,Male,December,4,2000,BS Management Engineering,0918 546 4373
707,name708,lastname708,Male,May,27,1997,BS Legal Management,0927 899 3173
708,name709,lastname709,Male,November,11,1998,BS Management,0917 757 5871
709,name710,lastname710,Female,November,9,1998,BS Communications Technology,0918 968 3488
710,name711,lastname711,Female,March,4,1997,BS Management Engineering,0918 366 1192
711,name712,lastname712,Male,July,21,1999,BS IT Entrepreneurship,0927 949 9293
712,name713,lastname713,Male,February,3,2001,BS Management Engineering,0917 323 8702
713,name714,lastname714,Male,December,20,1998,BS Management,0918 218 9517
714,name715,lastname715,Female,May,4,1998,BS Management,0927 338 2750
715,name716,lastname716,Male,March,12,1998,BS Legal Management,0917 663 8547
716,name717,lastname717,Female,May,26,1999,BS Communications Technology,0918 656 4865
717,name718,lastname718,Female,February,12,1997,BS Management,0918 657 4923
718,name719,lastname719,Male,September,16,1998,BS Legal Management,0917 588 2431
719,name720,lastname720,Female,February,2,2001,BS Legal Management,0917 496 4484
720,name721,lastname721,Male,September,3,1999,BS IT Entrepreneurship,0927 476 2773
721,name722,lastname722,Female,June,19,1999,BS Communications Technology,0917 858 3626
722,name723,lastname723,Female,September,10,1999,BS Communications Technology,0927 787 7491
723,name724,lastname724,Male,September,7,2001,BS Management,0917 535 1270
724,name725,lastname725,Female,January,14,1998,BS Management,0918 560 4115
725,name726,lastname726,Female,June,23,1997,BS Management Engineering,0918 167 8692
726,name727,lastname727,Female,February,7,1997,BS Management,0927 929 3994
727,name728,lastname728,Male,June,13,1997,BS Communications Technology,0927 309 3402
728,name729,lastname729,Male,January,24,1998,BS Management,0918 354 8194
729,name730,lastname730,Male,November,7,1999,BS Management,0917 181 5471
730,name731,lastname731,Female,October,12,1998,BS Management Engineering,0917 802 1065
731,name732,lastname732,Female,October,9,1999,BS Communications Technology,0927 752 4483
732,name733,lastname733,Male,November,13,1999,BS Communications Technology,0927 751 4676
733,name734,lastname734,Male,November,26,1998,BS Management,0918 335 9195
734,name735,lastname735,Female,February,10,1998,BS Management,0917 299 3945
735,name736,lastname736,Male,February,13,1998,BS Legal Management,0927 211 1491
736,name737,lastname737,Male,November,23,2001,BS IT Entrepreneurship,0927 216 7464
737,name738,lastname738,Female,July,7,2000,BS Management Engineering,0918 883 4422
738,name739,lastname739,Female,April,12,1999,BS Legal Management,0917 585 5181
739,name740,lastname740,Female,March,20,1998,BS Legal Management,0917 350 4703
740,name741,lastname741,Female,September,5,1998,BS Communications Technology,0917 722 5363
741,name742,lastname742,Female,September,2,1997,BS Management Engineering,0918 198 7932
742,name743,lastname743,Female,July,14,1998,BS IT Entrepreneurship,0917 954 6667
743,name744,lastname744,Female,October,28,1997,BS IT Entrepreneurship,0927 509 7514
744,name745,lastname745,Male,October,5,1998,BS Management,0927 796 6417
745,name746,lastname746,Male,December,7,2001,BS IT Entrepreneurship,0927 698 3622
746,name747,lastname747,Male,December,18,1999,BS IT Entrepreneurship,0918 746 8659
747,name748,lastname748,Female,April,5,2001,BS Management,0917 561 4001
748,name749,lastname749,Female,February,17,1997,BS Management Engineering,0927 163 7846
749,name750,lastname750,Male,December,1,1997,BS Management,0927 659 3077
750,name751,lastname751,Male,November,19,1998,BS IT Entrepreneurship,0917 682 3751
751,name752,lastname752,Female,April,11,2000,BS Legal Management,0927 111 2887
752,name753,lastname753,Female,June,1,2000,BS Communications Technology,0918 809 4167
753,name754,lastname754,Female,June,15,2000,BS Management,0917 380 7974
754,name755,lastname755,Male,June,16,2000,BS Management Engineering,0918 234 8018
755,name756,lastname756,Female,August,16,1999,BS Management,0917 738 2557
756,name757,lastname757,Male,December,13,1999,BS Management Engineering,0927 665 6829
757,name758,lastname758,Male,December,15,1998,BS Communications Technology,0927 103 9845
758,name759,lastname759,Male,November,15,1999,BS IT Entrepreneurship,0918 716 1196
759,name760,lastname760,Male,April,21,1997,BS Communications Technology,0917 889 2089
760,name761,lastname761,Female,March,22,1998,BS Management,0917 536 5199
761,name762,lastname762,Male,January,7,2001,BS Management Engineering,0927 201 3572
762,name763,lastname763,Male,October,25,1998,BS Legal Management,0927 773 8564
763,name764,lastname764,Female,April,27,1999,BS Legal Management,0927 562 9584
764,name765,lastname765,Female,November,21,2000,BS Communications Technology,0927 573 8454
765,name766,lastname766,Male,June,13,1998,BS IT Entrepreneurship,0917 637 5575
766,name767,lastname767,Male,February,14,1999,BS Management Engineering,0927 293 1334
767,name768,lastname768,Female,April,6,2000,BS Legal Management,0917 166 8658
768,name769,lastname769,Male,June,28,1997,BS IT Entrepreneurship,0918 108 9862
769,name770,lastname770,Male,April,4,2001,BS Management Engineering,0917 204 2709
770,name771,lastname771,Male,December,27,2000,BS Management Engineering,0927 882 6056
771,name772,lastname772,Female,May,12,1997,BS Management Engineering,0927 161 6194
772,name773,lastname773,Female,December,1,1999,BS Legal Management,0918 906 6087
773,name774,lastname774,Male,July,7,1999,BS Management Engineering,0927 658 1298
774,name775,lastname775,Female,October,3,1997,BS IT Entrepreneurship,0917 424 4286
775,name776,lastname776,Male,November,16,1998,BS Management Engineering,0918 939 2456
776,name777,lastname777,Male,December,7,1998,BS Legal Management,0927 870 5781
777,name778,lastname778,Female,November,19,1998,BS IT Entrepreneurship,0927 395 8840
778,name779,lastname779,Male,February,26,1999,BS Legal Management,0917 270 6901
779,name780,lastname780,Male,March,23,1999,BS Management,0917 952 6452
780,name781,lastname781,Male,June,18,2001,BS IT Entrepreneurship,0927 418 3742
781,name782,lastname782,Male,January,7,1997,BS Management Engineering,0918 233 8431
782,name783,lastname783,Male,January,13,2001,BS Communications Technology,0918 219 7061
783,name784,lastname784,Male,October,13,1998,BS Management,0927 298 9517
784,name785,lastname785,Male,November,10,1999,BS Communications Technology,0918 853 5737
785,name786,lastname786,Male,January,20,1999,BS Management Engineering,0917 731 6873
786,name787,lastname787,Female,May,6,1999,BS Legal Management,0927 927 3411
787,name788,lastname788,Female,December,10,1999,BS IT Entrepreneurship,0918 304 1152
788,name789,lastname789,Female,June,6,1998,BS Management Engineering,0927 479 4510
789,name790,lastname790,Male,November,8,1999,BS Management Engineering,0917 541 7757
790,name791,lastname791,Male,February,2,1998,BS Management,0918 892 1734
791,name792,lastname792,Female,June,28,1998,BS Legal Management,0917 551 8650
792,name793,lastname793,Male,January,19,2000,BS Management,0918 468 7521
793,name794,lastname794,Male,April,17,1999,BS Communications Technology,0917 241 9293
794,name795,lastname795,Female,July,20,1999,BS Legal Management,0917 805 7437
795,name796,lastname796,Female,June,28,1998,BS Management,0927 494 5884
796,name797,lastname797,Male,September,27,1999,BS Management,0917 846 2976
797,name798,lastname798,Male,October,8,1999,BS Management,0917 982 7959
798,name799,lastname799,Male,October,6,1997,BS Legal Management,0917 763 4267
799,name800,lastname800,Male,October,4,2000,BS Management Engineering,0927 925 9558
800,name801,lastname801,Female,July,9,1998,BS Communications Technology,0918 222 8588
801,name802,lastname802,Female,September,20,2000,BS Legal Management,0917 432 8589
802,name803,lastname803,Male,September,8,1999,BS Management Engineering,0927 141 1347
803,name804,lastname804,Female,January,4,2000,BS Communications Technology,0918 335 4115
804,name805,lastname805,Male,February,22,1999,BS Management,0927 672 2746
805,name806,lastname806,Female,September,16,1998,BS Management Engineering,0917 894 5967
806,name807,lastname807,Male,August,16,1999,BS Management,0917 293 8858
807,name808,lastname808,Female,February,5,1997,BS Legal Management,0917 340 6918
808,name809,lastname809,Female,March,16,1999,BS Legal Management,0917 542 4578
809,name810,lastname810,Male,July,27,2001,BS Management,0927 488 5698
810,name811,lastname811,Female,September,12,1997,BS Legal Management,0917 710 6722
811,name812,lastname812,Male,April,3,2000,BS IT Entrepreneurship,0927 312 1350
812,name813,lastname813,Male,July,22,1998,BS IT Entrepreneurship,0927 930 8635
813,name814,lastname814,Male,September,24,2001,BS Legal Management,0918 674 6521
814,name815,lastname815,Male,May,28,1997,BS Management,0917 378 9770
815,name816,lastname816,Male,October,22,2000,BS Management Engineering,0917 744 7100
816,name817,lastname817,Female,May,23,2000,BS Legal Management,0927 617 8372
817,name818,lastname818,Female,May,5,1997,BS Management Engineering,0918 114 7136
818,name819,lastname819,Male,March,2,2000,BS IT Entrepreneurship,0927 842 2036
819,name820,lastname820,Male,May,8,2001,BS Management,0917 318 2989
820,name821,lastname821,Female,December,20,2001,BS Management,0918 936 7960
821,name822,lastname822,Female,February,28,1998,BS Legal Management,0918 417 7143
822,name823,lastname823,Female,February,26,1998,BS Communications Technology,0927 892 4500
823,name824,lastname824,Female,June,28,1997,BS Legal Management,0918 481 9803
824,name825,lastname825,Male,December,10,1998,BS Management Engineering,0917 819 3783
825,name826,lastname826,Female,January,1,1998,BS Communications Technology,0918 126 2024
826,name827,lastname827,Female,November,21,1997,BS Management,0927 562 3224
827,name828,lastname828,Female,July,13,2000,BS Management Engineering,0918 308 7447
828,name829,lastname829,Female,September,7,2001,BS Management,0917 447 9808
829,name830,lastname830,Male,August,19,1999,BS Management,0927 549 7794
830,name831,lastname831,Female,January,2,1999,BS IT Entrepreneurship,0917 239 1786
831,name832,lastname832,Female,August,20,1998,BS Communications Technology,0927 763 5312
832,name833,lastname833,Female,September,15,2000,BS IT Entrepreneurship,0917 417 7432
833,name834,lastname834,Female,May,15,2001,BS Communications Technology,0917 116 7049
834,name835,lastname835,Male,August,25,2001,BS Legal Management,0918 573 6898
835,name836,lastname836,Female,March,26,2001,BS Management Engineering,0927 931 9624
836,name837,lastname837,Female,November,14,2000,BS Communications Technology,0927 857 6715
837,name838,lastname838,Male,December,13,2001,BS Communications Technology,0918 747 9833
838,name839,lastname839,Male,September,3,1998,BS Management,0917 494 4004
839,name840,lastname840,Female,October,22,1998,BS Communications Technology,0927 677 8540
840,name841,lastname841,Male,August,20,1999,BS Management,0917 723 1059
841,name842,lastname842,Female,July,22,1999,BS IT Entrepreneurship,0927 407 5637
842,name843,lastname843,Female,April,4,1997,BS Management,0927 873 8336
843,name844,lastname844,Male,May,28,1999,BS Management Engineering,0917 284 2175
844,name845,lastname845,Male,September,7,1998,BS IT Entrepreneurship,0918 450 1669
845,name846,lastname846,Female,September,1,1997,BS Legal Management,0918 337 6525
846,name847,lastname847,Female,November,15,1998,BS Management Engineering,0927 963 1010
847,name848,lastname848,Female,August,17,1999,BS IT Entrepreneurship,0918 782 1125
848,name849,lastname849,Male,September,15,1997,BS Communications Technology,0927 158 9777
849,name850,lastname850,Female,November,16,2001,BS Management Engineering,0918 454 2076
850,name851,lastname851,Female,July,4,1997,BS Legal Management,0918 681 4113
851,name852,lastname852,Female,July,1,1997,BS Legal Management,0927 402 8839
852,name853,lastname853,Male,June,21,2000,BS Communications Technology,0927 180 3943
853,name854,lastname854,Male,September,6,1997,BS IT Entrepreneurship,0918 175 3354
854,name855,lastname855,Female,February,23,1998,BS Management Engineering,0917 816 3618
855,name856,lastname856,Female,May,7,1998,BS Management,0927 119 9872
856,name857,lastname857,Female,September,13,1998,BS Legal Management,0917 795 3886
857,name858,lastname858,Male,April,18,2000,BS IT Entrepreneurship,0927 106 6957
858,name859,lastname859,Female,November,20,2001,BS Legal Management,0918 513 9069
859,name860,lastname860,Female,April,19,1997,BS Management Engineering,0918 713 5212
860,name861,lastname861,Female,December,27,1998,BS IT Entrepreneurship,0918 685 4917
861,name862,lastname862,Male,July,3,1998,BS Management,0927 581 1326
862,name863,lastname863,Female,February,12,2001,BS Management,0927 618 6967
863,name864,lastname864,Male,July,12,1999,BS Legal Management,0918 357 1556
864,name865,lastname865,Male,May,17,2001,BS Legal Management,0917 693 6203
865,name866,lastname866,Male,May,16,1998,BS Legal Management,0927 248 6994
866,name867,lastname867,Male,March,28,1997,BS IT Entrepreneurship,0917 143 6591
867,name868,lastname868,Male,January,11,1999,BS Management Engineering,0917 299 3591
868,name869,lastname869,Male,July,27,1997,BS Communications Technology,0927 592 1019
869,name870,lastname870,Male,January,11,1999,BS Communications Technology,0918 155 7151
870,name871,lastname871,Female,July,7,1999,BS Communications Technology,0917 403 6185
871,name872,lastname872,Female,March,23,1997,BS Communications Technology,0917 420 2785
872,name873,lastname873,Female,May,17,1999,BS Management Engineering,0918 966 3409
873,name874,lastname874,Female,January,10,1998,BS Communications Technology,0918 646 6350
874,name875,lastname875,Female,June,17,2001,BS IT Entrepreneurship,0927 400 5224
875,name876,lastname876,Female,February,21,2001,BS Communications Technology,0918 908 6977
876,name877,lastname877,Female,August,27,2001,BS IT Entrepreneurship,0918 638 9959
877,name878,lastname878,Male,July,22,1999,BS Legal Management,0918 616 5326
878,name879,lastname879,Male,December,25,1998,BS Management Engineering,0918 139 7536
879,name880,lastname880,Female,March,17,1998,BS Management Engineering,0917 533 5972
880,name881,lastname881,Female,December,2,2000,BS IT Entrepreneurship,0917 221 7566
881,name882,lastname882,Female,April,5,1999,BS Communications Technology,0927 530 7214
882,name883,lastname883,Female,July,4,1997,BS Legal Management,0917 868 9083
883,name884,lastname884,Female,April,23,2000,BS Legal Management,0918 660 3128
884,name885,lastname885,Male,December,11,2000,BS Management,0927 175 2972
885,name886,lastname886,Female,October,26,1997,BS Legal Management,0917 276 8699
886,name887,lastname887,Female,April,4,2000,BS Management Engineering,0917 210 7063
887,name888,lastname888,Female,July,2,1998,BS Management,0927 127 3113
888,name889,lastname889,Male,July,20,2001,BS Management,0917 977 3508
889,name890,lastname890,Male,November,2,1998,BS Management,0917 328 9205
890,name891,lastname891,Female,August,13,2000,BS Management Engineering,0918 821 7480
891,name892,lastname892,Male,March,26,1998,BS Management Engineering,0917 689 2678
892,name893,lastname893,Female,July,2,1998,BS Legal Management,0927 597 4601
893,name894,lastname894,Male,March,21,1999,BS Legal Management,0917 165 3793
894,name895,lastname895,Male,February,14,1999,BS IT Entrepreneurship,0917 166 3062
895,name896,lastname896,Male,October,10,1998,BS Legal Management,0927 346 9730
896,name897,lastname897,Male,October,1,2000,BS Management,0918 912 7678
897,name898,lastname898,Male,April,17,1999,BS IT Entrepreneurship,0917 170 1087
898,name899,lastname899,Male,August,3,1997,BS Management,0918 972 7480
899,name900,lastname900,Female,December,4,1997,BS Legal Management,0927 700 9691
900,name901,lastname901,Male,April,2,2001,BS Communications Technology,0927 992 8635
901,name902,lastname902,Female,January,18,2001,BS IT Entrepreneurship,0918 101 2444
902,name903,lastname903,Female,May,27,1997,BS Management,0918 111 3466
903,name904,lastname904,Female,December,8,1997,BS Management Engineering,0917 991 3757
904,name905,lastname905,Female,March,12,1999,BS IT Entrepreneurship,0917 607 4978
905,name906,lastname906,Female,October,12,1998,BS Legal Management,0918 901 1766
906,name907,lastname907,Female,July,25,1997,BS Communications Technology,0917 774 3282
907,name908,lastname908,Male,January,11,1999,BS Communications Technology,0918 186 9039
908,name909,lastname909,Male,December,27,1998,BS Communications Technology,0918 931 9646
909,name910,lastname910,Female,September,15,2001,BS Communications Technology,0918 959 8390
910,name911,lastname911,Male,November,9,1997,BS Management,0918 566 3286
911,name912,lastname912,Female,December,1,1998,BS Management,0918 599 4332
912,name913,lastname913,Male,June,23,1999,BS Management,0927 573 4571
913,name914,lastname914,Female,March,23,1999,BS IT Entrepreneurship,0917 798 2620
914,name915,lastname915,Female,April,19,1997,BS Legal Management,0917 265 9185
915,name916,lastname916,Male,January,24,1997,BS Communications Technology,0927 753 1533
916,name917,lastname917,Male,August,17,2001,BS IT Entrepreneurship,0917 588 3224
917,name918,lastname918,Female,November,9,1997,BS Legal Management,0918 870 2621
918,name919,lastname919,Male,March,18,1997,BS Communications Technology,0918 982 6506
919,name920,lastname920,Male,November,12,2000,BS Management Engineering,0917 710 6432
920,name921,lastname921,Male,July,21,2001,BS Management,0927 689 3928
921,name922,lastname922,Male,May,25,2000,BS Legal Management,0918 723 7128
922,name923,lastname923,Male,January,17,2001,BS Management,0927 188 1317
923,name924,lastname924,Male,July,14,1997,BS Communications Technology,0917 751 9632
924,name925,lastname925,Female,November,4,1999,BS Communications Technology,0917 409 7669
925,name926,lastname926,Male,April,24,1998,BS IT Entrepreneurship,0918 777 1156
926,name927,lastname927,Male,July,28,1997,BS Management Engineering,0918 390 2146
927,name928,lastname928,Female,February,13,1997,BS Management Engineering,0918 675 5512
928,name929,lastname929,Female,November,21,1999,BS IT Entrepreneurship,0918 450 7839
929,name930,lastname930,Male,November,25,1999,BS Management Engineering,0927 950 5397
930,name931,lastname931,Male,March,16,1998,BS Management,0917 409 7205
931,name932,lastname932,Male,August,5,1999,BS Management,0927 768 9251
932,name933,lastname933,Female,June,12,1999,BS Legal Management,0927 860 1383
933,name934,lastname934,Female,July,28,2000,BS Management Engineering,0927 966 2788
934,name935,lastname935,Male,August,24,1999,BS Communications Technology,0918 597 5321
935,name936,lastname936,Male,November,2,2000,BS Legal Management,0918 720 1768
936,name937,lastname937,Male,January,8,1998,BS Management,0918 582 3906
937,name938,lastname938,Female,January,22,2000,BS Management Engineering,0918 184 3212
938,name939,lastname939,Female,April,17,1997,BS Management Engineering,0917 271 5839
939,name940,lastname940,Female,June,6,1998,BS Management,0917 977 7795
940,name941,lastname941,Male,July,21,1999,BS Management Engineering,0917 165 6593
941,name942,lastname942,Male,August,14,2000,BS Communications Technology,0917 223 2556
942,name943,lastname943,Male,April,24,1999,BS Communications Technology,0927 770 7950
943,name944,lastname944,Female,November,13,1998,BS Communications Technology,0927 664 6148
944,name945,lastname945,Female,November,2,1999,BS IT Entrepreneurship,0927 890 5180
945,name946,lastname946,Female,September,20,1998,BS Management Engineering,0927 644 4841
946,name947,lastname947,Male,September,27,1999,BS Management Engineering,0917 505 1295
947,name948,lastname948,Female,July,9,1998,BS IT Entrepreneurship,0917 906 6791
948,name949,lastname949,Female,August,7,2000,BS Management Engineering,0917 374 6420
949,name950,lastname950,Female,July,15,1997,BS Management,0927 295 1812
950,name951,lastname951,Female,August,20,2000,BS Management Engineering,0917 689 8285
951,name952,lastname952,Male,April,7,1998,BS Legal Management,0918 678 4969
952,name953,lastname953,Female,July,16,2001,BS Legal Management,0918 294 9247
953,name954,lastname954,Female,April,23,2000,BS Communications Technology,0918 780 7638
954,name955,lastname955,Male,November,4,1998,BS IT Entrepreneurship,0918 760 1168
955,name956,lastname956,Male,November,16,1997,BS Legal Management,0927 373 9248
956,name957,lastname957,Male,March,15,1997,BS Management,0918 501 9104
957,name958,lastname958,Male,June,23,1999,BS Communications Technology,0917 316 9587
958,name959,lastname959,Female,November,1,1997,BS Management Engineering,0927 234 2768
959,name960,lastname960,Male,August,5,1998,BS Management,0918 949 2654
960,name961,lastname961,Male,October,28,1997,BS Management Engineering,0917 815 2634
961,name962,lastname962,Female,June,24,1998,BS IT Entrepreneurship,0927 772 9962
962,name963,lastname963,Male,December,25,1997,BS IT Entrepreneurship,0917 309 4471
963,name964,lastname964,Male,March,24,2000,BS Communications Technology,0917 749 3301
964,name965,lastname965,Female,July,21,1997,BS Communications Technology,0927 384 2721
965,name966,lastname966,Female,November,15,1999,BS IT Entrepreneurship,0917 237 8133
